,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
1853,Italy,Superior Double Room,2  ,October 2018,Couple," It's a business hotel, rooms and bathrooms are very spacious and clean but classic and not brand new. But even taking this in consideration, I would definitely recommend this hotel!",8.3,Great value for money!,1,0,bathroom|dirty|,1
1854,Romania,Superior Double Room,2  ,October 2018,Couple," Staff was not very nice, nor friendly. Told them I left something in the room after checking out, but they dimissed me first two times at reception, by saying cleaning crew did not find anything and then by the manager, saying they cannot check the room since other guests checked in.",8.3,Very Good,1,0,staff|dirty|,1
1855,Saudi Arabia,Superior Double Room,1  ,October 2018,Solo traveler," THE  RESTAURANT.  iT WAS CROWDED. NO PLACE TO SIT. I HAD TO WAIT. FURTHERMORE,  IT WAS EXPECTED THAT THE QUALITY AND VARIETIES OF FOOD  TO BE BETTER.",8.3,MARVELLOUS HOTEL WITH SMART ROOMS.,1,0,restaurant|location|drink|food|,1
1856,United Kingdom,Superior Double Room,1  ,October 2018,Couple, Heating - felt cold in the room even at with heating at 28C,9.6,"Good location, big large beds.",1,0,temperature|,0
1857,Italy,Superior Double Room,2  ,September 2018,Group," Bit dust in the carpet of corridors , breakfast too expensive",7.9,Deseret and pleasant,1,0,dirty|food|price|,0
1858,United States of America,Superior Queen Room,5  ,October 2018,Couple," From the moment we checked in, we had problems with the flush in our toilet.  They said they fixed it after we called, but it never worked correctly during our entire stay.  We found the bathtub/shower to be very dangerous.  It was extremely slick when wet and not enough grab bars and we had to call for a rubber bath mat so we could safely use it.  Housekeeping was sub-par for a hotel of this caliber.  Dirty dishes were not always replaced, coffee was not always replenished and we found it odd that a housekeeping inspector needed to check the room following each cleaning.",7.9,"All in all, we enjoyed our stay and would more than likely refer Park Plaza Victoria to others.",1,0,bathroom|drink|restaurant|dirty|food|,1
1859,United Kingdom,Superior Queen Room,1  ,October 2018,Couple, Bed seemed small for the room - thought a Queen Room (more than basic double room) would be better - certainly bigger room but strangely a smaller bed. Ended up moving rooms which was in fairness very pleasantly handled.,9.2,"Comfortable, very good location, good breakfast",1,0,bed|,1
1860,United Kingdom,Executive Double Room,1  ,October 2018,Couple, WiFi was patchy,10.0,"Great location, great location",1,0,wifi|,1
1861,United Kingdom,Executive Double Room,1  ,October 2018,Couple," There was some confusion at breakfast.We pre-booked breakfast & planned to have the continental one but when we arrived at the restaurant,we decided to have the smoked salmon & scrambled egg & the poached egg on toast.Before ordering,I asked the waitress if we could still have a little something from the buffet & after asking a colleague,she said that we could have juice & a croissant but anything else would be extra.My partner had a glass of orange juice & I had apple juice,a croissant & a small bread roll.We paid £11.98 when we left the restaurant but were surprised to get charged a further £24.00 when we paid our bill & checked out.We explained that we hadn’t had the buffet breakfast  & that the waitress should have told us that we would get charged for both (the smoked salmon & poached eggs were only around £7.50 each so I’m not quite sure how we got charged a total of £36.00?",10.0,The hotel is lovely & we had an excellent stay.Perfect location for Apollo Victoria theatre!,1,0,food|restaurant|price|,1
1862,Australia,Superior Twin Room,2  ,September 2018,Group," There was a mix up at check in which I had to keep returning to reception to get it sorted.
It delayed getting into my room and I missed the start of my conference.
The booking kept being put in the name of my colleague Beverley P
My name is Rosie H",8.8,Enjoyable,1,0,staff|,1
1863,Canada,Superior Double Room,4  ,October 2018,Couple, Lobby facilities could be better. Washrooms do not meet the demands.,8.3,Very Good,1,0,,0
1864,United Kingdom,Superior Queen Room,1  ,October 2018,Group," I didnt like the room as it had an internal connecting door and the people in the adjoining room were so very noisy with TV left on at high volume. Can you improve the insulation between the internal connecting doors?
When I came to opening a minature gin from the mini bar, one of the 2 bottles of Bombay Sapphire was empty. This happens everywhere these days and fortunately the check out staff believed me. Suggest staff check mini bar to ensure this doesn't happen.",8.8,I would stay again but not in a room with internal adjoining doors,1,0,noisiness|tv|drink|restaurant|staff|,1
1865,Kuwait,Executive Studio,4  ,October 2018,Group," Sometimes cups were not cleaned and coffee not replaced in the room. The room was noisy at night from street noise and too early in the morning but building work. 
Some of the restaurant staff were a bit grumpy.",8.8,"Good hotel, well located, good value",1,0,drink|noisiness|restaurant|staff|,0
1866,United States of America,Superior Queen Room,5  ,September 2018,Couple, Wish we had more time to spend.,10.0,Park Plaza Victoria Hotel London all the way!,1,0,,1
1867,Peru,Superior Double Room,6  ,October 2018,Couple," the hotel is ok, the staff is ok",8.3,Good clean hotel,1,0,staff|,1
1868,United Kingdom,Superior Double Room,3  ,October 2018,Solo traveler, There were upgrading works on the ground floor which wasn't highlighted when I booked.  It wasn't a big deal other than the bar wasn't available - but it would have been a nice touch to let guests know at booking.,9.6,Great city hotel in fab location,1,0,location|drink|restaurant|,1
1869,United Kingdom,Superior Double Room,2  ,October 2018,Solo traveler," I thought the room, especially the bathroom, was a bit tired for such an expensive hotel and for 4 stars. The mirror was peeling off all the way round and the grouting was a bit botched etc. Breakfast buffet was pretty cold but the coffee was good!",8.5,It was okay but I would have expected more to be honest.,1,0,bathroom|price|food|drink|,1
1870,Jersey,Superior Double Room,1  ,October 2018,Couple, Too expensive,8.3,Great location and nice staff but a little on the pricey side,1,0,price|,1
1871,United Kingdom,Superior Queen Room,1  ,September 2018,Couple," Great location, room was very spacious and comfortable, staff welcoming, helpful and friendly.",9.6,Exceptional,1,0,location|comfort|staff|,1
1872,United Kingdom,Superior Double Room,1  ,October 2018,Couple, The view from window,8.8,Nice hotel,1,0,location|,1
1873,Australia,Superior Queen Room,8  ,October 2018,Solo traveler," Entry to room where wardrobe is located is dark even with all the lights on.
Bathroom is also dark.
There are six mirrors in the room and not one of them is adequately lighted. Applying make-up is hit and miss.
Shower leaks badly. Floor is flooded after every shower.
Bathroom could do with an upgrade especially the tiles.
I stayed for 8 nights and not once did the front of house staff ever meet my eye or greet me as I came and went. It made me feel a little bit persona non grata.",7.5,Good,1,0,comfort|location|bathroom|staff|,1
1874,Hungary,Superior Double Room,3  ,September 2018,Solo traveler," I  did  not  get  a  receipt when  I  left  the  Hotel,  although  on  18  September  2018  when  I  booked  at  ""Special  requeste  ""  was    mentioned: ""This  guest  has  requested  a  receipt  for  their  stay. ""
I  got  a  receipt  for  Booking.com--t.a.v.:Accounts  Payable     Herengracht  597  1017  CE  Amsterdam    Netherlands     Original  Tax  Invoice  .
At  the  hotel  the  staff  told  me  that  I  paid  for  booking.com  and  not  for  the  hotel--booking.com  it  means  for  the  Hotel  being  a  sort  of  Travel  Agency. 
 Today  my  bookkeeper  approved  the  Invoice  as   this  states   my  name too.  Why  you  did  not  tell  me  this  fact  ?",10.0,excellent,1,0,price|staff|,1
1875,Canada,Executive Studio,3  ,September 2018,Family, We arrived at around 8 pm with two children 4 luggages. There is no doorman or other staff to help us. Only a little light in the elevator.,7.5,Good,1,0,staff|,1
1876,United States of America,Superior Queen Room,2  ,September 2018,Solo traveler," This time around I made up my mind to not stay at Park Plaza again. Over the past 2 years of staying at Park Plaza I've started to notice many little inconveniences and quality issues arise. Things like, missing battery covers on tv remotes, wifi that doesn't work in some rooms, a terrible odor coming from the bathroom, showers that flood bathroom floors, and a few other things.
The bathrooms are really starting to show their age. They look dingy and unfinished. The tile grout is gray from years of use. The bathroom looks like a high school gym locker room.  These a worn telephone next to the toilet in case you need to make a call while doing your business.
When I would take a shower, the 1/2 gap under the shower door would flood the floor. I would use all my clean towels to try and stop the River Nile from overflowing. (This is what made me decide I'm done booking rooms here.)",7.5,Quality is sliding downward but a decent place to stay in Victoria.,1,0,tv|location|wifi|bathroom|fitness|dirty|,1
1877,Lebanon,Superior Queen Room,3  ,September 2018,Family," The room was a bit too cold for our liking.
I think a bench/table for smokers could be added outside, it would be a nice touch.
Robes weren't washed during our stay and housekeeping didnt clean a used coffee mug one day.",8.8,Very good stay,1,0,location|dirty|drink|,1
1878,Jersey,Superior Twin Room,1  ,September 2018,Group, Slow check in and room not ready,7.9,Good,1,0,,1
1879,Bermuda,Superior Double Room,3  ,August 2018,Couple, We had included breakfast in our room rate.  We were not impressed at all with it - it was very tasteless and the same buffet every day.  If we stay there again we definitely will NOT pay for the breakfast.,7.5,"Nice hotel, with a very good location to the train station.",1,0,food|price|,0
1880,Israel,Superior Twin Room,4  ,September 2018,Group," the key cards for the room never worked properly. made me run back to the front desk every single night. by the last night I just asked for a new one before going up to the room. not a deal breaker, just annoying",9.2,Wonderful,1,0,,1
1881,United States of America,Superior Queen Room,2  ,September 2018,Couple," Would have liked a heated towel rack in the bathroom, but they did supply fresh towels daily.  Not a lot of restaurants nearby.",9.2,Short but pleasant stay,1,0,bathroom|restaurant|location|,1
1882,Bahrain,Superior Queen Room,1  ,September 2018,Solo traveler, Small reception area got a bit crowded especially with some construction work ongoing. May be better when construction finished as reception seemed temporary,8.8,Excellent,1,0,staff|location|,1
1883,India,Executive Studio (3 Adults),6  ,September 2018,Family, There is no indoor swimming pool.,10.0,Stay at Hotel Park Plaza,1,0,fitness|,1
1884,United Kingdom,Superior Double Room,1  ,September 2018,Couple, Nothing.,10.0,Exceptional,1,0,,1
1885,United Kingdom,Superior Twin Room,2  ,September 2018,Group," Did not like the 12.5% service charge automatically added to bill. I should be able to rate the service at the end of my visit. It is not acceptable to take money quoting chambermaids etc. 
If staff rely on tips then pay them more.",9.2,Wonderful,1,0,staff|price|,1
1886,United States of America,Executive Twin Room,2  ,September 2018,Group, Nothing.,10.0,Perfect stay!,1,0,,1
1887,Germany,Executive Studio (3 Adults),4  ,August 2018,Family, I arrived at the bar after it was  closed for about thirty minutes. I wanted a drink but was denied. There were other people still in the bar drinking and I can bet that their tab wasn't closed. One drink wouldn't have been a problem.,10.0,Very friendly staff and cleaned hotel. Would stay again when visiting London and recommend friends.,1,0,drink|restaurant|,0
1888,United Kingdom,Superior Double Room,1  ,September 2018,Couple, lift noise from staff lift that continued after we were in bed and started again early in the morning,8.8,"Good hotel,excellent location",1,0,noisiness|staff|bed|,1
